Company,Ticker,Date,Title,Link,Positive_Score,Negative_Score,Neutral_Score,Overall_Sentiment,Open,High,Low,Close,Volume,Dividends,Stock Splits,1d_Return,3d_Return,7d_Return
Ambev S.A. ADR,ABEV,2023-09-20,12 Best Alcohol Stocks to Own According to Hedge Funds,https://finance.yahoo.com/news/12-best-alcohol-stocks-own-222133659.html,0.098487764596939,0.0166965834796428,0.8848156332969666,Neutral,2.611558192036121,2.6305513244103764,2.592565059661865,2.592565059661865,7632100,0.0,0.0,-0.029303919824947733,-0.03662992277179178,-0.07326002946844046
Ambev S.A. ADR,ABEV,2023-09-07,FEMSA (FMX) Stock Rallies 65% in the Past Year: What's Ahead?,https://finance.yahoo.com/news/femsa-fmx-stock-rallies-65-152600213.html,0.7438449859619141,0.1282610148191452,0.1278939098119735,Positive,2.630551448408966,2.630551448408966,2.592565181869863,2.6020617485046387,4661000,0.0,0.0,-0.007299265391331633,-0.007299265391331633,-0.003649678509063614
Ambev S.A. ADR,ABEV,2023-09-01,Energy Drink Demand to Aid Monster Beverage's (MNST) Sales,https://finance.yahoo.com/news/energy-drink-demand-aid-monster-135300254.html,0.8049890995025635,0.0068187569268047,0.188192069530487,Positive,2.678034169380274,2.6875307356171687,2.6115582057220115,2.630551338195801,6855500,0.0,0.0,,,-0.01805048556501332
Ambev S.A. ADR,ABEV,2023-08-30,Growth Efforts to Aid Diageo (DEO) Amid Inflationary Pressures,https://finance.yahoo.com/news/growth-efforts-aid-diageo-deo-153400802.html,0.8947635889053345,0.0147416358813643,0.0904948189854621,Positive,2.763503662258657,2.773000229080879,2.735013961791992,2.735013961791992,7615000,0.0,0.0,-0.038194548567403674,-0.038194548567403674,-0.038194548567403674
Ambev S.A. ADR,ABEV,2023-08-29,Molson Coors (TAP) Stays on Growth Track Amid Inflation Woes,https://finance.yahoo.com/news/molson-coors-tap-stays-growth-153300047.html,0.9343001246452332,0.0362064465880394,0.0294934827834367,Positive,2.7350139673757408,2.77300023474218,2.7350139673757408,2.75400710105896,7273600,0.0,0.0,-0.006896546947778193,-0.044827685017837626,-0.041379368258188776
Ambev S.A. ADR,ABEV,2023-08-17,ABEV vs. DEO: Which Stock Is the Better Value Option?,https://finance.yahoo.com/news/abev-vs-deo-stock-better-154013923.html,0.0451874360442161,0.0375944562256336,0.9172180891036988,Neutral,2.706523888614518,2.7255170212323323,2.6590410570699827,2.687530755996704,16876600,0.0,0.0,0.010600744957493635,0.010600744957493635,0.014134267468075334
Ambev S.A. ADR,ABEV,2023-08-16,"Lifeway Foods (LWAY) Q2 Earnings Beat Estimates, Rise Y/Y",https://finance.yahoo.com/news/lifeway-foods-lway-q2-earnings-155300877.html,0.9367074966430664,0.0342557057738304,0.0290367789566516,Positive,2.6875308780991136,2.7160205783202054,2.6780343113587497,2.697027444839477,8817000,0.0,0.0,-0.00352116878192843,0.007042249163355718,0.03169016543535097
Ambev S.A. ADR,ABEV,2023-08-03,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/5d48f952-6a03-3baa-9320-dc32a5a16abe/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.924945194319888,2.95343489377438,2.7919932635322597,2.80148983001709,23072200,0.0,0.0,0.01016952758652967,0.01016952758652967,-0.010169442482319435
Ambev S.A. ADR,ABEV,2023-07-25,ABEV vs. DEO: Which Stock Is the Better Value Option?,https://finance.yahoo.com/news/abev-vs-deo-stock-better-154011320.html,0.0451874360442161,0.0375944562256336,0.9172180891036988,Neutral,2.962931413178709,2.991421338596505,2.9439382805108454,2.981924772262573,10791600,0.0,0.0,0.0,-0.0031846713614402944,-0.012738925309538018
Ambev S.A. ADR,ABEV,2023-07-11,Are Consumer Staples Stocks Lagging  Ambev (ABEV) This Year?,https://finance.yahoo.com/news/consumer-staples-stocks-lagging-ambev-134011462.html,0.0212141964584589,0.9210609793663024,0.0577248893678188,Negative,2.8204830965897827,2.848972797393799,2.7919933957857666,2.848972797393799,15806100,0.0,0.0,0.00666657851761987,0.013333240721043804,0.00666657851761987
Ambev S.A. ADR,ABEV,2023-07-06,ABEV or CABGY: Which Is the Better Value Stock Right Now?,https://finance.yahoo.com/news/abev-cabgy-better-value-stock-154014298.html,0.0336728580296039,0.0509775653481483,0.9153496026992798,Neutral,2.915448765936503,2.924945332871175,2.8299796635244547,2.848972797393799,17367600,0.0,0.0,0.009999951462233758,0.009999951462233758,0.019999902924467294
Ambev S.A. ADR,ABEV,2023-06-16,3 Under-the-Radar Penny Stocks That May Be Sleeping Giants,https://finance.yahoo.com/news/3-under-radar-penny-stocks-122148800.html,0.0580004975199699,0.2926594614982605,0.649340033531189,Neutral,2.9344418048858643,2.9914214310668,2.9249452382583763,2.9344418048858643,20356900,0.0,0.0,,,0.0355987244332745
Ambev S.A. ADR,ABEV,2023-06-06,10 Penny Stocks Billionaires Are Loading Up On,https://finance.yahoo.com/news/10-penny-stocks-billionaires-loading-105121763.html,0.3305802941322326,0.0469806678593158,0.6224390268325806,Neutral,2.744510555877798,2.84897279195995,2.744510555877798,2.829979658126831,22366400,0.0,0.0,0.003355660312583275,0.04026834498826637,0.04026834498826637
Ambev S.A. ADR,ABEV,2023-06-01,Should You Invest in Ambev S.A. (ABEV)?,https://finance.yahoo.com/news/invest-ambev-abev-091928318.html,0.0523934997618198,0.0142791513353586,0.933327317237854,Neutral,2.6685377388526645,2.6970274390122007,2.6495446054129737,2.6780343055725098,14191300,0.0,0.0,0.028368865674485377,0.028368865674485377,0.063829836483273
Ambev S.A. ADR,ABEV,2023-05-22,Top Beer Stocks for Q2 2023,https://finance.yahoo.com/m/6c34e028-a251-3aeb-a75d-ae73576e495a/top-beer-stocks-for-q2-2023.html,0.0308194793760776,0.0315948463976383,0.9375856518745422,Neutral,2.79199324431349,2.79199324431349,2.7445104122161865,2.7445104122161865,15018600,0.0,0.0,-0.003460161922477778,0.006920410716033887,0.006920410716033887
Ambev S.A. ADR,ABEV,2023-05-17,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/b25bb6a4-c9a6-3141-8ae6-190e99727fd1/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.801489817249355,2.801489817249355,2.754006985041604,2.7635035514831543,9675400,0.0,0.0,-0.0034363807562677318,-0.010309228542830007,0.010309314816856707
Ambev S.A. ADR,ABEV,2023-05-15,3 Penny Stocks That Are Poised to Explode in 2023,https://finance.yahoo.com/news/3-penny-stocks-poised-explode-103045096.html,0.0561850778758525,0.045220747590065,0.8985941410064697,Neutral,2.79199338506346,2.820483085758065,2.7730002512670566,2.8109865188598637,9221100,0.0,0.0,-0.0067567521720708346,-0.02027025651621217,-0.023648675010593756
Ambev S.A. ADR,ABEV,2023-05-05,Ambev S.A. (NYSE:ABEV) Q1 2023 Earnings Call Transcript,https://finance.yahoo.com/news/ambev-nyse-abev-q1-2023-161757393.html,0.0303690750151872,0.0235134735703468,0.9461175203323364,Neutral,2.735013845796726,2.782496677894029,2.7065239201223403,2.7445104122161865,14471600,0.0,0.0,,-0.006920497587112218,0.006920410716033887
Ambev S.A. ADR,ABEV,2023-05-04,10 Best Brewery and Distillery Stocks To Buy Now,https://finance.yahoo.com/news/10-best-brewery-distillery-stocks-210842184.html,0.1149308830499649,0.01330491527915,0.8717642426490784,Neutral,2.8204829501324555,2.8299795165740056,2.7160204928593994,2.7635035514831543,18169100,0.0,0.0,-0.006872847786562164,-0.006872847786562164,-0.0034363807562677318
Ambev S.A. ADR,ABEV,2023-04-28,25 Largest Beverage Companies in the Word in 2023,https://finance.yahoo.com/news/25-largest-beverage-companies-word-072323821.html,0.115080788731575,0.0149902375414967,0.8699288964271545,Neutral,2.630551466208441,2.668537733004576,2.630551466208441,2.659041166305542,17819700,0.0,0.0,,-0.0035714711615268957,0.03214288180028246
Ambev S.A. ADR,ABEV,2023-04-24,7 Stocks Under $10 That Analysts Love,https://finance.yahoo.com/news/7-stocks-under-10-analysts-234601426.html,0.1806701421737671,0.7425861358642578,0.0767437294125557,Negative,2.7350139323075924,2.7350139323075924,2.6780343055725098,2.6780343055725098,24349900,0.0,0.0,-0.010638335756363748,-0.007092194161757548,-0.010638335756363748
Ambev S.A. ADR,ABEV,2023-04-12,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/bc5f265f-30bd-36ce-9935-14ced2a7c66d/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.8014898362719904,2.848972668802159,2.8014898362719904,2.8204829692840576,19120900,0.0,0.0,-0.01346800492951672,-0.010100961431578459,-0.04040409931966815
Ambev S.A. ADR,ABEV,2023-04-03,7 Stocks to Buy as the Banking Sector Fallout Grows,https://finance.yahoo.com/news/7-stocks-buy-banking-sector-204431791.html,0.0549396649003028,0.5184870362281799,0.4265733063220978,Negative,2.6210547853035133,2.6780341830149808,2.6210547853035133,2.6685376167297363,15132600,0.0,0.0,0.0035587614666685585,0.010676195055723037,0.0035587614666685585
Ambev S.A. ADR,ABEV,2023-03-31,15 Best Low-Priced Stocks To Buy Now,https://finance.yahoo.com/news/15-best-low-priced-stocks-133830395.html,0.0742653980851173,0.0235609803348779,0.902173638343811,Neutral,2.706524005732046,2.7255171391717368,2.6305514719732828,2.6780343055725098,27607700,0.0,0.0,,-0.0035461415946063113,0.007092194161757437
Ambev S.A. ADR,ABEV,2023-03-29,Analyst Report: Ambev S.A.,https://finance.yahoo.com/m/2dff0515-0433-33fa-81df-f2013ffe998e/analyst-report%3A-ambev-s.a..html,0.0448816306889057,0.0246596839278936,0.930458664894104,Neutral,2.659041183542872,2.744510510804244,2.640048050021681,2.7160205841064453,20946900,0.0,0.0,0.003496457456827029,-0.013986005391941059,-0.013986005391941059
Afya Ltd,AFYA,2024-09-06,Afya Limited Announces MEC Decision on Medical Seats Reconsideration in Unigranrio,https://www.businesswire.com/news/home/20240906627464/en/,0.0765568241477012,0.4958754479885101,0.4275676906108856,Negative,16.809999465942383,17.040000915527344,16.100000381469727,16.149999618530273,127900,0.0,0.0,,5.905579690747558,5.905579690747558
Afya Ltd,AFYA,2024-08-30,Afya Secures Full Disbursement of R$500 Million From IFC to Support the Companys Expansion,https://www.businesswire.com/news/home/20240830164123/en/,0.7850489616394043,0.0097299134358763,0.2052210718393325,Positive,17.219999313354492,17.219999313354492,16.299999237060547,16.299999237060547,658200,0.0,0.0,,,6.114537336664892
Afya Ltd,AFYA,2024-08-16,"AFYA Stock Earnings: Afya Beats EPS, Beats Revenue for Q2 2024",https://investorplace.com/earning-results/2024/08/afya-stock-earnings-afya-for-q2-of-2024/,0.6064683198928833,0.0431417487561702,0.3503898978233337,Positive,18.57999992370605,18.6200008392334,18.1299991607666,18.26000022888184,94900,0.0,0.0,,6.769874008256066,6.602510158476523
Afya Ltd,AFYA,2024-08-15,Afya (AFYA) Surpasses Q2 Earnings and Revenue Estimates,https://finance.yahoo.com/news/afya-afya-surpasses-q2-earnings-144503329.html,0.9583004713058472,0.0192263107746839,0.0224732160568237,Positive,18.489999771118164,19.61000061035156,18.125,18.920000076293945,216000,0.0,0.0,6.576763310607066,6.576763310607066,6.539418850282338
Afya Ltd,AFYA,2024-08-07,Afya Secures Loan of up to R$500 Million From IFC to Support the Companys Expansion,https://www.businesswire.com/news/home/20240807335052/en/,0.8628917336463928,0.008644912391901,0.1284633576869964,Positive,16.690000534057617,17.584999084472656,16.690000534057617,16.81999969482422,97500,0.0,0.0,6.660714184979396,6.9285714969951275,6.924107109120458
Afya Ltd,AFYA,2024-07-31,Afya Limited Releases 2023 Sustainability Report,https://www.businesswire.com/news/home/20240731735047/en/,0.0333964973688125,0.0282719284296035,0.9383315443992616,Neutral,18.030000686645508,18.309999465942383,17.790000915527344,17.950000762939453,74800,0.0,0.0,7.543689742885231,7.402912595515,7.165048622345655
Afya Ltd,AFYA,2024-07-30,Is Afya (AFYA) Stock Undervalued Right Now?,https://finance.yahoo.com/news/afya-afya-stock-undervalued-now-134014319.html,0.0369167104363441,0.7252745628356934,0.2378087937831878,Negative,17.8700008392334,18.030000686645508,17.8700008392334,17.920000076293945,99600,0.0,0.0,7.588517464161637,7.282296735319433,6.923445045941209
Afya Ltd,AFYA,2024-07-23,What Makes Afya (AFYA) a New Strong Buy Stock,https://finance.yahoo.com/news/makes-afya-afya-strong-buy-160009285.html,0.0699932277202606,0.0156818497925996,0.9143248796463012,Neutral,18.489999771118164,18.690000534057617,18.100000381469727,18.18000030517578,96600,0.0,0.0,7.4292461339075775,7.514151043126324,7.452830680963984
Afya Ltd,AFYA,2024-07-12,Afya Limited Announces Medical Seats Increase in UNIMA Alagoas,https://www.businesswire.com/news/home/20240712402238/en/,0.929940700531006,0.023844776675105,0.0462145432829856,Positive,17.81999969482422,18.020000457763672,17.684999465942383,17.809999465942383,119000,0.0,0.0,,7.246511049203603,7.246511049203603
Afya Ltd,AFYA,2024-07-11,Is Afya (AFYA) a Great Value Stock Right Now?,https://www.zacks.com/stock/news/2299937/is-afya-afya-a-great-value-stock-right-now,0.0674560517072677,0.0162241123616695,0.9163197875022888,Neutral,17.65999984741211,17.93000030517578,17.6200008392334,17.709999084472656,111000,0.0,0.0,7.322429249011593,7.322429249011593,7.289719112846738
Afya Ltd,AFYA,2024-07-01,Afya Limited Announces Closing of the Acquisition of Unidompedro and Faculdade Dom Luiz,https://www.businesswire.com/news/home/20240701889089/en/,0.0311547759920358,0.0326310135424137,0.93621426820755,Neutral,17.489999771118164,17.510000228881836,17.010000228881836,17.059999465942383,142200,0.0,0.0,7.3480397083813465,7.401960642234213,7.519607591060703
Afya Ltd,AFYA,2024-06-28,Wall Street Analysts Think Afya (AFYA) Could Surge 32.79%: Read This Before Placing a Bet,https://www.zacks.com/stock/news/2295036/wall-street-analysts-think-afya-afya-could-surge-32-79-read-this-before-placing-a-bet,0.1202097311615943,0.01210777182132,0.8676825165748596,Neutral,17.34000015258789,17.790000915527344,17.219999313354492,17.649999618530273,178400,0.0,0.0,,7.321951152567774,7.28292679863271
Afya Ltd,AFYA,2024-06-27,Do Options Traders Know Something About Afya (AFYA) Stock We Don't?,https://www.zacks.com/stock/news/2294141/do-options-traders-know-something-about-afya-afya-stock-we-don-t,0.0365662202239036,0.0498569533228874,0.91357684135437,Neutral,17.030000686645508,17.389999389648438,16.899999618530273,17.31999969482422,75700,0.0,0.0,7.444976240846124,7.444976240846124,7.200956982556086
